anon_S5391E	637.86169825	538.0	99.8616982503
anon_S837E	569.041749468	601.0	-31.9582505323
anon_S3887E	712.010611584	549.0	163.010611584
anon_S124E	724.308303171	695.0	29.3083031711
anon_S417E	706.995057899	706.995057899	0.0
anon_S1320E	598.0	598.0	0.0
anon_S968E	637.094165822	658.0	-20.9058341776
anon_S69E	645.482947721	636.0	9.48294772079
anon_S523E	664.024063061	763.0	-98.9759369386
anon_S1090E	583.091544496	776.0	-192.908455504
anon_S5875E	646.838012057	607.0	39.8380120573
anon_S558E	482.120020329	482.120020329	0.0
anon_S3517E	602.337116392	533.0	69.3371163924
anon_S1448E	728.838036012	531.0	197.838036012
anon_S21E	664.450988929	602.0	62.4509889286
anon_S1121E	561.656346532	561.656346532	0.0
anon_S2570E	501.184824488	418.0	83.1848244882
anon_S2525E	654.353002225	535.0	119.353002225
anon_S4226E	602.168874407	657.0	-54.8311255929
anon_S5207E	741.649096022	585.0	156.649096022
anon_S3043E	584.851450814	533.0	51.8514508139
anon_S3499E	711.313572835	596.0	115.313572835
anon_S4521E	644.47016269	508.0	136.47016269
anon_S6117E	638.929991543	477.0	161.929991543
anon_S5237E	749.248981994	492.0	257.248981994
anon_S2461E	716.620729018	483.0	233.620729018
anon_S888E	637.094193622	586.0	51.0941936216
anon_S5269E	711.954073195	635.0	76.9540731947
anon_S4054E	709.719743361	709.719743361	0.0
anon_S4430E	693.121773894	314.0	379.121773894
anon_S797E	646.107987234	646.107987234	0.0
anon_S2725E	655.867765845	692.0	-36.1322341553
anon_S308E	634.113601378	591.0	43.1136013784
anon_S5493E	503.151735313	514.0	-10.8482646872
anon_S2322E	654.002748147	654.002748147	0.0
anon_S5439E	622.385607584	534.0	88.3856075845
anon_S3147E	629.37737769	533.0	96.37737769
anon_S2075E	655.871164888	533.0	122.871164888
anon_S2407E	523.052667163	528.0	-4.94733283673
anon_S2002E	732.586165115	600.0	132.586165115
anon_S405E	714.878039501	648.0	66.8780395012
anon_S102E	721.663268862	571.0	150.663268862
anon_S5839E	767.003875096	649.0	118.003875096
anon_S997E	637.094185593	631.0	6.09418559317
anon_S4416E	589.977658923	429.0	160.977658923
anon_S5016E	705.829047449	664.0	41.8290474486
anon_S4878E	544.995342452	470.0	74.9953424522
anon_S590E	633.585740215	440.0	193.585740215
anon_S5911E	646.492045633	540.0	106.492045633
anon_S2703E	649.831353353	512.0	137.831353353
anon_S5531E	-1	-1	0
anon_S5686E	646.954560676	519.0	127.954560676
anon_S2934E	662.263176224	627.0	35.2631762238
anon_S5249E	656.278552196	673.0	-16.7214478042
anon_S3612E	501.130952579	626.0	-124.869047421
anon_S4330E	695.57540195	504.0	191.57540195
anon_S4365E	679.36026859	568.0	111.36026859
anon_S735E	599.673909071	604.0	-4.32609092853
anon_S2216E	703.257057368	728.0	-24.7429426318
anon_S5691E	646.833813509	482.0	164.833813509
anon_S5221E	693.009447545	541.0	152.009447545
anon_S5937E	624.115646225	501.0	123.115646225
anon_S1830E	694.744355672	544.0	150.744355672
anon_S5380E	662.539644264	481.0	181.539644264
anon_S4106E	657.981523267	575.0	82.981523267
anon_S4187E	607.216081946	595.0	12.2160819461
anon_S3629E	515.932407396	682.0	-166.067592604
anon_S5464E	590.345304434	495.0	95.3453044344
anon_S889E	526.0	526.0	0.0
anon_S4305E	602.261796645	602.261796645	0.0
anon_S3297E	634.851802224	604.0	30.8518022236
anon_S1647E	622.825787497	585.0	37.8257874969
anon_S4168E	604.325496655	524.0	80.3254966551
anon_S1916E	654.014779827	641.0	13.0147798269
anon_S4702E	537.533064137	609.0	-71.4669358632
anon_S2196E	657.169515597	537.0	120.169515597
anon_S1550E	787.130909527	531.0	256.130909527
anon_S1930E	597.124955337	513.0	84.124955337
anon_S4989E	534.630527815	585.0	-50.3694721847
anon_S3351E	703.725548562	554.0	149.725548562
anon_S3800E	601.478993716	601.478993716	0.0
anon_S4046E	566.850492928	606.0	-39.1495070722
anon_S4907E	657.936776396	591.0	66.9367763959
anon_S2661E	615.908138972	519.0	96.9081389717
anon_S5272E	646.845663316	522.0	124.845663316
anon_S2634E	656.142606923	486.0	170.142606923
anon_S5511E	596.765904338	596.765904338	0.0
anon_S2338E	711.730325646	691.0	20.7303256456
anon_S4597E	581.852457911	688.0	-106.147542089
anon_S1636E	721.769647023	527.0	194.769647023
anon_S4979E	609.518670994	516.0	93.5186709938
anon_S5039E	633.476041947	513.0	120.476041947
anon_S4695E	694.0	396.0	298.0
anon_S3846E	589.704895306	589.704895306	0.0
anon_S4677E	577.969283508	589.0	-11.0307164918
anon_S3260E	530.138858502	447.0	83.1388585016
anon_S4753E	590.18724454	575.0	15.1872445402
anon_S675E	668.0	668.0	0.0
anon_S350E	693.0	693.0	0.0
anon_S3456E	566.773768816	646.0	-79.2262311838
anon_S2134E	647.485042369	647.485042369	0.0
anon_S2812E	706.878896124	766.0	-59.1211038763
anon_S5345E	572.309015356	572.309015356	0.0
anon_S1306E	598.0	598.0	0.0
anon_S3572E	563.888421389	314.0	249.888421389
anon_S5042E	731.873990782	540.0	191.873990782
anon_S3860E	662.574631581	485.0	177.574631581
anon_S504E	664.520007717	704.0	-39.4799922828
anon_S5293E	547.13789062	517.0	30.1378906196
anon_S3180E	647.550133027	614.0	33.5501330267
anon_S6018E	545.130835218	650.0	-104.869164782
anon_S4924E	622.921748962	531.0	91.9217489618
anon_S2506E	655.935902451	482.0	173.935902451
anon_S690E	595.0	595.0	0.0
anon_S3060E	589.704895306	589.704895306	0.0
anon_S3973E	631.193651678	631.193651678	0.0
anon_S3947E	629.301813827	703.0	-73.6981861729
anon_S841E	324.0	324.0	0.0
anon_S3646E	515.164415855	587.0	-71.8355841453
anon_S814E	637.01020534	637.01020534	0.0
anon_S1001E	637.094419301	575.0	62.0944193013
anon_S522E	663.615426444	642.0	21.6154264441
anon_S976E	637.094184506	637.094184506	0.0
anon_S559E	480.666890682	501.0	-20.3331093176
anon_S3822E	551.950114671	551.950114671	0.0
anon_S26E	664.559019028	640.0	24.5590190276
anon_S3516E	716.585934814	525.0	191.585934814
anon_S3477E	695.40555042	695.40555042	0.0
anon_S5751E	646.824515782	646.824515782	0.0
anon_S2444E	806.842431492	400.0	406.842431492
anon_S606E	655.868887761	655.868887761	0.0
anon_S3438E	738.16633184	562.0	176.16633184
anon_S4109E	740.814599252	517.0	223.814599252
anon_S1400E	459.623793356	750.0	-290.376206644
anon_S5677E	635.072824964	668.0	-32.9271750358
anon_S176E	630.178759738	630.178759738	0.0
anon_S2846E	590.172847849	314.0	276.172847849
anon_S431E	621.0	621.0	0.0
anon_S230E	631.274765965	631.274765965	0.0
anon_S3583E	478.824191417	478.824191417	0.0
anon_S570E	488.432621942	416.0	72.4326219416
anon_S750E	742.446635636	671.0	71.4466356356
anon_S5489E	711.80198085	711.80198085	0.0
anon_S3816E	589.704895306	589.704895306	0.0
