node,layer,original_score,new_score,diff(new-origin)
anon_S3190E,2,-1,721.0,na
anon_S1016E,0,741.0,741.0,0.0
anon_S3901E,2,577.0,808.34,231.34
anon_S1599E,1,609.0,711.0,102.0
anon_S4832E,1,582.0,935.5,353.5
anon_S3050E,2,447.0,808.34,361.34
anon_S3005E,3,-1,900.05,na
anon_S3577E,1,471.0,783.81,312.81
anon_S32E,1,784.0,931.95,147.95
anon_S4967E,2,659.0,1006.94,347.94
anon_S5094E,0,431.0,431.0,0.0
anon_S5763E,2,589.0,609.0,20.0
anon_S1359E,0,372.0,372.0,0.0
anon_S1596E,5,688.0,1298.3,610.3
anon_S911E,0,596.0,596.0,0.0
anon_S3967E,1,545.0,860.96,315.96
anon_S3428E,2,461.0,613.0,152.0
anon_S1588E,3,696.0,1101.02,405.02
anon_S420E,0,709.0,709.0,0.0
anon_S3627E,1,604.0,617.0,13.0
anon_S111E,0,677.0,677.0,0.0
anon_S5808E,2,-1,609.0,na
anon_S5646E,0,501.0,501.0,0.0
anon_S1169E,0,595.0,595.0,0.0
anon_S740E,0,702.0,702.0,0.0
anon_S324E,4,-1,677.0,na
anon_S1804E,1,473.0,588.0,115.0
anon_S3595E,2,568.0,546.0,-22.0
anon_S3167E,1,517.0,647.0,130.0
anon_S429E,0,606.0,606.0,0.0
anon_S857E,0,740.0,740.0,0.0
anon_S58E,1,697.0,943.71,246.71
anon_S4489E,2,-1,808.34,na
anon_S2567E,2,-1,808.34,na
anon_S5036E,6,480.0,516.0,36.0
anon_S1392E,0,437.0,437.0,0.0
anon_S2781E,1,453.0,792.0,339.0
anon_S2062E,3,484.0,677.0,193.0
anon_S4823E,9,-1,1238.67,na
anon_S2033E,3,503.0,811.35,308.35
anon_S6064E,0,520.0,520.0,0.0
anon_S1519E,5,711.0,620.0,-91.0
anon_S1174E,0,576.0,576.0,0.0
anon_S1034E,0,-1,-1,na
anon_S1419E,0,427.0,427.0,0.0
anon_S1008E,0,575.0,575.0,0.0
anon_S259E,8,527.0,1012.14,485.14
anon_S1854E,1,586.0,792.0,206.0
anon_S1801E,1,545.0,690.0,145.0
anon_S5899E,0,711.0,711.0,0.0
anon_S3237E,1,-1,711.0,na
anon_S2710E,1,528.0,525.0,-3.0
anon_S5156E,6,604.0,1192.07,588.07
anon_S2865E,2,541.0,987.34,446.34
anon_S5466E,4,671.0,1247.73,576.73
anon_S2410E,2,502.0,546.0,44.0
anon_S2266E,1,477.0,792.0,315.0
anon_S5888E,0,621.0,621.0,0.0
anon_S91E,2,554.0,939.05,385.05
anon_S1125E,0,525.0,525.0,0.0
anon_S298E,2,527.0,1069.5,542.5
anon_S1642E,2,519.0,987.34,468.34
anon_S1143E,0,-1,-1,na
anon_S5928E,0,463.0,463.0,0.0
anon_S2382E,2,522.0,878.4,356.4
anon_S1543E,2,561.0,667.28,106.28
anon_S1994E,1,526.0,763.0,237.0
anon_S1976E,3,-1,997.91,na
anon_S5459E,2,-1,581.0,na
anon_S3335E,1,586.0,602.0,16.0
anon_S3342E,2,611.0,546.0,-65.0
anon_S2897E,7,-1,1060.72,na
anon_S2288E,2,468.0,1047.85,579.85
anon_S2650E,3,592.0,734.57,142.57
anon_S2923E,2,483.0,921.34,438.34
anon_S5702E,2,505.0,609.0,104.0
anon_S3259E,2,-1,613.0,na
anon_S4784E,0,367.0,367.0,0.0
anon_S2141E,1,517.0,692.0,175.0
anon_S2890E,5,-1,1069.48,na
anon_S5975E,0,597.0,597.0,0.0
anon_S5902E,0,672.0,672.0,0.0
anon_S2915E,2,522.0,1597.95,1075.95
anon_S1777E,2,531.0,1055.82,524.82
anon_S3024E,1,825.0,711.0,-114.0
anon_S5260E,3,505.0,1242.13,737.13
anon_S262E,6,574.0,1060.72,486.72
anon_S2208E,2,541.0,594.0,53.0
anon_S2245E,1,655.0,761.0,106.0
anon_S4410E,1,649.0,632.0,-17.0
anon_S662E,0,664.0,664.0,0.0
anon_S3033E,1,607.0,579.0,-28.0
anon_S3436E,1,574.0,626.0,52.0
anon_S3099E,1,649.0,681.0,32.0
anon_S1616E,2,476.0,873.01,397.01
anon_S5673E,0,601.0,601.0,0.0
anon_S1285E,0,614.0,614.0,0.0
anon_S2508E,0,726.0,726.0,0.0
anon_S5055E,7,614.0,620.0,6.0
anon_S5088E,2,802.0,935.5,133.5
anon_S3794E,2,356.0,667.28,311.28
anon_S956E,0,-1,-1,na
anon_S4205E,1,519.0,860.96,341.96
anon_S387E,0,477.0,477.0,0.0
anon_S1403E,0,543.0,543.0,0.0
anon_S2217E,1,538.0,711.0,173.0
anon_S4679E,1,511.0,644.0,133.0
anon_S2932E,2,710.0,921.34,211.34
anon_S1734E,4,663.0,1262.27,599.27
anon_S5728E,2,567.0,609.0,42.0
anon_S1345E,0,589.0,589.0,0.0
anon_S1310E,0,659.0,659.0,0.0
anon_S4715E,2,607.0,581.0,-26.0
anon_S1647E,5,585.0,620.0,35.0
anon_S582E,2,530.0,1324.76,794.76
anon_S4868E,8,734.0,734.0,0.0
anon_S3494E,2,517.0,770.71,253.71
anon_S1718E,2,588.0,669.89,81.89
anon_S2848E,2,579.0,918.4,339.4
anon_S4493E,2,312.0,808.34,496.34
anon_S4933E,0,499.0,499.0,0.0
anon_S4688E,0,563.0,563.0,0.0
anon_S1342E,0,638.0,638.0,0.0
anon_S1585E,5,530.0,1298.3,768.3
anon_S430E,0,602.0,602.0,0.0
anon_S1313E,0,608.0,608.0,0.0
anon_S5819E,0,-1,-1,na
anon_S4842E,1,603.0,787.01,184.01
anon_S4893E,0,533.0,533.0,0.0
anon_S2010E,3,500.0,782.03,282.03
anon_S5440E,5,286.0,1800.81,1514.81
anon_S3019E,1,513.0,658.0,145.0
anon_S5077E,2,567.0,616.0,49.0
anon_S1410E,0,596.0,596.0,0.0
anon_S1445E,0,-1,-1,na
anon_S2833E,2,-1,808.34,na
anon_S466E,0,-1,-1,na
anon_S283E,4,-1,677.0,na
anon_S6096E,0,472.0,472.0,0.0
anon_S3501E,1,546.0,601.0,55.0
anon_S46E,2,623.0,782.03,159.03
anon_S3554E,0,505.0,505.0,0.0
anon_S2588E,2,-1,808.34,na
anon_S4908E,0,573.0,573.0,0.0
anon_S5008E,6,649.0,516.0,-133.0
anon_S5956E,0,642.0,642.0,0.0
anon_S2482E,2,682.0,721.0,39.0
anon_S2081E,2,568.0,873.01,305.01
anon_S3981E,1,320.0,632.0,312.0
anon_S101E,6,529.0,1497.28,968.28
anon_S245E,8,760.0,760.0,0.0
anon_S2227E,2,520.0,892.04,372.04
anon_S488E,2,555.0,1002.92,447.92
anon_S3604E,2,673.0,921.34,248.34
anon_S3673E,3,555.0,677.0,122.0
anon_S1790E,2,468.0,770.71,302.71
anon_S2310E,2,534.0,624.0,90.0
anon_S2345E,5,663.0,1298.3,635.3
anon_S4402E,2,462.0,808.34,346.34
anon_S3124E,2,588.0,892.04,304.04
anon_S2982E,2,407.0,808.34,401.34
anon_S1075E,0,-1,-1,na
anon_S3657E,1,-1,783.81,na
anon_S3659E,2,563.0,671.0,108.0
anon_S1822E,4,693.0,1044.62,351.62
anon_S156E,1,547.0,677.0,130.0
anon_S3274E,2,491.0,649.0,158.0
anon_S3229E,2,645.0,596.0,-49.0
anon_S2675E,1,529.0,792.0,263.0
anon_S4188E,0,573.0,573.0,0.0
anon_S2697E,1,536.0,644.0,108.0
anon_S5191E,2,611.0,581.0,-30.0
anon_S5625E,2,485.0,1045.73,560.73
anon_S190E,5,-1,1260.05,na
anon_S1968E,1,636.0,792.0,156.0
anon_S4211E,1,539.0,696.0,157.0
anon_S721E,0,586.0,586.0,0.0
anon_S1957E,2,615.0,770.71,155.71
anon_S305E,1,534.0,649.0,115.0
anon_S1522E,1,605.0,783.81,178.81
anon_S641E,0,552.0,552.0,0.0
anon_S2241E,5,-1,620.0,na
anon_S1895E,1,635.0,632.0,-3.0
anon_S1848E,0,560.0,560.0,0.0
anon_S614E,0,579.0,579.0,0.0
anon_S6120E,0,-1,-1,na
anon_S2203E,2,524.0,987.34,463.34
anon_S1244E,0,532.0,532.0,0.0
anon_S1628E,0,-1,-1,na
anon_S2119E,1,506.0,804.0,298.0
anon_S1299E,0,658.0,658.0,0.0
anon_S4730E,2,505.0,623.0,118.0
anon_S1493E,1,559.0,588.0,29.0
anon_S1653E,3,633.0,941.25,308.25
anon_S1675E,5,677.0,620.0,-57.0
anon_S2881E,1,526.0,434.0,-92.0
anon_S3212E,3,572.0,900.05,328.05
anon_S1262E,0,378.0,378.0,0.0
anon_S1219E,0,618.0,618.0,0.0
anon_S346E,0,589.0,589.0,0.0
anon_S3771E,3,714.0,956.66,242.66
anon_S5355E,0,570.0,570.0,0.0
anon_S5876E,2,-1,609.0,na
anon_S5351E,0,571.0,571.0,0.0
anon_S2199E,5,692.0,620.0,-72.0
anon_S1459E,1,552.0,647.0,95.0
anon_S4616E,6,431.0,1203.58,772.58
anon_S5283E,2,676.0,609.0,-67.0
anon_S2547E,1,374.0,642.0,268.0
anon_S1715E,5,570.0,620.0,50.0
anon_S4284E,1,693.0,601.0,-92.0
anon_S1371E,0,578.0,578.0,0.0
anon_S4310E,1,574.0,664.0,90.0
anon_S681E,0,698.0,698.0,0.0
anon_S3007E,1,522.0,711.0,189.0
anon_S1010E,0,609.0,609.0,0.0
anon_S3903E,2,438.0,808.34,370.34
anon_S3400E,2,447.0,808.34,361.34
anon_S4965E,9,-1,1238.67,na
anon_S1748E,8,560.0,1004.52,444.52
anon_S5096E,0,560.0,560.0,0.0
anon_S3838E,1,582.0,708.0,126.0
anon_S3757E,1,-1,661.0,na
anon_S3365E,7,582.0,1060.72,478.72
anon_S1466E,2,637.0,987.34,350.34
anon_S510E,0,705.0,705.0,0.0
anon_S233E,0,652.0,652.0,0.0
anon_S917E,0,558.0,558.0,0.0
anon_S3571E,0,566.0,566.0,0.0
anon_S3938E,1,652.0,860.96,208.96
anon_S5761E,2,607.0,609.0,2.0
anon_S5734E,5,593.0,1216.34,623.34
anon_S2343E,1,766.0,677.0,-89.0
anon_S3029E,2,633.0,993.21,360.21
anon_S3965E,2,545.0,921.34,376.34
anon_S441E,0,639.0,639.0,0.0
anon_S2064E,5,649.0,620.0,-29.0
anon_S4821E,0,589.0,589.0,0.0
anon_S2031E,2,608.0,987.34,379.34
anon_S4874E,1,521.0,573.0,52.0
anon_S4221E,1,626.0,661.0,35.0
anon_S5247E,8,518.0,991.82,473.82
anon_S168E,5,612.0,1157.71,545.71
anon_S3165E,2,576.0,892.04,316.04
anon_S1699E,3,513.0,1049.5,536.5
anon_S70E,0,463.0,463.0,0.0
anon_S4947E,0,600.0,600.0,0.0
anon_S1586E,2,605.0,649.0,44.0
anon_S326E,0,633.0,633.0,0.0
anon_S135E,0,679.0,679.0,0.0
anon_S855E,0,-1,-1,na
anon_S822E,0,-1,-1,na
anon_S2569E,2,551.0,649.0,98.0
anon_S5034E,1,493.0,710.0,217.0
anon_S3892E,1,-1,593.0,na
anon_S1390E,0,447.0,447.0,0.0
anon_S2783E,1,644.0,792.0,148.0
anon_S1026E,0,-1,-1,na
anon_S979E,0,406.0,406.0,0.0
anon_S146E,0,543.0,543.0,0.0
anon_S819E,0,-1,-1,na
anon_S1856E,1,563.0,602.0,39.0
anon_S1421E,0,-1,-1,na
anon_S3235E,1,573.0,696.0,123.0
anon_S2769E,1,698.0,711.0,13.0
anon_S2716E,1,689.0,651.0,-38.0
anon_S5158E,1,581.0,710.0,129.0
anon_S2412E,1,315.0,525.0,210.0
anon_S5544E,0,567.0,567.0,0.0
anon_S2867E,2,465.0,987.34,522.34
anon_S1160E,0,344.0,344.0,0.0
anon_S4026E,1,614.0,681.0,67.0
anon_S1141E,0,-1,-1,na
anon_S768E,0,548.0,548.0,0.0
anon_S6010E,0,651.0,651.0,0.0
anon_S2734E,3,496.0,734.57,238.57
anon_S319E,6,630.0,1115.35,485.35
anon_S5176E,6,585.0,1487.05,902.05
anon_S2366E,1,515.0,489.0,-26.0
anon_S1996E,2,472.0,878.4,406.4
anon_S1229E,0,546.0,546.0,0.0
anon_S1921E,2,711.0,764.18,53.18
anon_S1974E,0,651.0,651.0,0.0
anon_S3340E,1,781.0,783.81,2.81
anon_S3738E,4,516.0,921.65,405.65
anon_S2169E,1,610.0,716.0,106.0
anon_S1541E,1,539.0,588.0,49.0
anon_S2656E,1,563.0,575.0,12.0
anon_S2925E,1,-1,434.0,na
anon_S4782E,2,549.0,996.58,447.58
anon_S4779E,0,542.0,542.0,0.0
anon_S5372E,0,505.0,505.0,0.0
anon_S5693E,3,575.0,807.2,232.2
anon_S5900E,0,578.0,578.0,0.0
anon_S4307E,1,391.0,711.0,320.0
anon_S982E,0,-1,-1,na
anon_S4014E,2,491.0,855.91,364.91
anon_S5223E,0,665.0,665.0,0.0
anon_S2978E,1,569.0,711.0,142.0
anon_S6077E,1,575.0,770.0,195.0
anon_S702E,0,-1,-1,na
anon_S6039E,0,632.0,632.0,0.0
anon_S1614E,1,534.0,642.0,108.0
anon_S2807E,2,682.0,987.34,305.34
anon_S1287E,0,692.0,692.0,0.0
anon_S6000E,2,518.0,943.47,425.47
anon_S664E,0,623.0,623.0,0.0
anon_S631E,0,631.0,631.0,0.0
anon_S3871E,2,-1,928.76,na
anon_S3796E,1,520.0,647.0,127.0
anon_S2103E,2,593.0,931.95,338.95
anon_S954E,0,615.0,615.0,0.0
anon_S909E,0,619.0,619.0,0.0
anon_S5057E,2,555.0,591.0,36.0
anon_S385E,0,-1,-1,na
anon_S5513E,0,729.0,729.0,0.0
anon_S5318E,0,-1,-1,na
anon_S3433E,1,563.0,664.0,101.0
anon_S1736E,0,697.0,697.0,0.0
anon_S5253E,4,505.0,955.42,450.42
anon_S1347E,0,665.0,665.0,0.0
anon_S4717E,2,502.0,1032.49,530.49
anon_S584E,2,-1,677.0,na
anon_S281E,2,566.0,566.0,0.0
anon_S5989E,2,646.0,943.47,297.47
anon_S566E,1,-1,644.0,na
anon_S932E,0,587.0,587.0,0.0
anon_S3503E,1,723.0,708.0,-15.0
anon_S3492E,2,575.0,993.62,418.62
anon_S5740E,2,-1,609.0,na
anon_S4935E,0,651.0,651.0,0.0
anon_S5854E,8,674.0,991.82,317.82
anon_S894E,0,652.0,652.0,0.0
anon_S4891E,0,349.0,349.0,0.0
anon_S2012E,3,-1,677.0,na
anon_S2906E,1,-1,744.0,na
anon_S1412E,0,-1,-1,na
anon_S1443E,0,601.0,601.0,0.0
anon_S2831E,2,305.0,808.34,503.34
anon_S464E,1,610.0,624.0,14.0
anon_S5576E,1,451.0,1009.21,558.21
anon_S3552E,0,547.0,547.0,0.0
anon_S2586E,1,576.0,652.0,76.0
anon_S5075E,4,675.0,1024.93,349.93
anon_S2221E,1,676.0,744.0,68.0
anon_S2378E,1,671.0,792.0,121.0
anon_S2219E,3,568.0,677.0,109.0
anon_S2274E,2,524.0,878.4,354.4
anon_S2817E,2,-1,808.34,na
anon_S2087E,1,654.0,783.81,129.81
anon_S3983E,2,734.0,961.49,227.49
anon_S5205E,6,538.0,1487.05,949.05
anon_S5558E,0,499.0,499.0,0.0
anon_S3671E,1,573.0,602.0,29.0
anon_S1796E,1,663.0,761.0,98.0
anon_S2337E,3,578.0,677.0,99.0
anon_S2480E,2,428.0,808.34,380.34
anon_S5454E,9,528.0,718.0,190.0
anon_S4800E,0,531.0,531.0,0.0
anon_S2347E,0,612.0,612.0,0.0
anon_S2980E,3,476.0,1020.19,544.19
anon_S2361E,1,668.0,812.0,144.0
anon_S4207E,2,520.0,931.95,411.95
anon_S4491E,1,355.0,711.0,356.0
anon_S4553E,0,-1,-1,na
anon_S2078E,2,-1,909.5,na
anon_S3071E,1,-1,525.0,na
anon_S154E,0,649.0,649.0,0.0
anon_S805E,0,501.0,501.0,0.0
anon_S2677E,2,542.0,1027.84,485.84
anon_S1078E,0,505.0,505.0,0.0
anon_S2695E,1,-1,711.0,na
anon_S2243E,5,704.0,620.0,-84.0
anon_S1897E,1,534.0,608.0,74.0
anon_S3272E,4,601.0,1376.55,775.55
anon_S5193E,2,487.0,663.0,176.0
anon_S2757E,2,419.0,808.34,389.34
anon_S5124E,0,-1,-1,na
anon_S4571E,9,656.0,734.0,78.0
anon_S4125E,0,-1,-1,na
anon_S5623E,3,-1,1174.32,na
anon_S196E,1,619.0,756.84,137.84
anon_S164E,5,599.0,1157.71,558.71
anon_S723E,0,528.0,528.0,0.0
anon_S1472E,2,566.0,915.61,349.61
anon_S113E,0,581.0,581.0,0.0
anon_S2225E,1,481.0,708.0,227.0
anon_S5498E,0,451.0,451.0,0.0
anon_S303E,2,593.0,649.0,56.0
anon_S2315E,1,538.0,677.0,139.0
anon_S1106E,0,695.0,695.0,0.0
anon_S5146E,1,495.0,687.0,192.0
anon_S5853E,2,587.0,943.47,356.47
anon_S1951E,1,601.0,672.0,71.0
anon_S5449E,2,-1,839.9,na
anon_S3777E,2,623.0,667.28,44.28
anon_S3309E,4,-1,440.0,na
anon_S2292E,1,452.0,711.0,259.0
anon_S5718E,2,642.0,563.24,-78.76
anon_S758E,0,629.0,629.0,0.0
anon_S4556E,0,578.0,578.0,0.0
anon_S1327E,0,-1,-1,na
anon_S1246E,0,588.0,588.0,0.0
anon_S1495E,2,606.0,921.34,315.34
anon_S1860E,2,560.0,987.34,427.34
anon_S5798E,2,617.0,609.0,-8.0
anon_S4400E,1,636.0,711.0,75.0
anon_S4736E,2,476.0,623.0,147.0
anon_S344E,0,533.0,533.0,0.0
anon_S600E,0,289.0,289.0,0.0
anon_S1677E,1,669.0,677.0,8.0
anon_S5658E,0,621.0,621.0,0.0
anon_S2120E,0,603.0,603.0,0.0
anon_S5255E,2,689.0,1045.73,356.73
anon_S1260E,0,-1,-1,na
anon_S4618E,2,689.0,935.5,246.5
anon_S2545E,3,-1,1020.19,na
anon_S2532E,2,-1,808.34,na
anon_S2815E,0,-1,-1,na
anon_S1373E,0,-1,-1,na
anon_S5285E,2,682.0,609.0,-73.0
anon_S578E,1,485.0,949.23,464.23
anon_S687E,0,457.0,457.0,0.0
anon_S3001E,3,599.0,1105.78,506.78
anon_S1012E,0,652.0,652.0,0.0
anon_S1595E,0,671.0,671.0,0.0
anon_S3402E,2,595.0,987.34,392.34
anon_S4598E,0,-1,-1,na
anon_S4968E,7,560.0,620.0,60.0
anon_S3389E,2,-1,808.34,na
anon_S3759E,2,-1,808.34,na
anon_S3367E,1,-1,626.0,na
anon_S4636E,0,559.0,559.0,0.0
anon_S1560E,2,515.0,862.51,347.51
anon_S231E,1,711.0,683.0,-28.0
anon_S915E,0,548.0,548.0,0.0
anon_S3573E,8,667.0,1181.77,514.77
anon_S4963E,0,307.0,307.0,0.0
anon_S4998E,2,594.0,1032.49,438.49
anon_S4247E,2,-1,919.51,na
anon_S5983E,2,609.0,943.47,334.47
anon_S5736E,2,550.0,563.24,13.24
anon_S5611E,0,591.0,591.0,0.0
anon_S4758E,2,511.0,623.0,112.0
anon_S3027E,1,565.0,647.0,82.0
anon_S3963E,2,540.0,764.18,224.18
anon_S2066E,1,634.0,588.0,-46.0
anon_S2432E,2,561.0,931.95,370.95
anon_S5E,0,692.0,692.0,0.0
anon_S2449E,2,634.0,993.21,359.21
anon_S443E,0,583.0,583.0,0.0
anon_S3599E,1,596.0,617.0,21.0
anon_S3163E,1,-1,650.0,na
anon_S1165E,0,668.0,668.0,0.0
anon_S320E,0,538.0,538.0,0.0
anon_S478E,0,525.0,525.0,0.0
anon_S820E,0,663.0,663.0,0.0
anon_S4858E,4,604.0,1617.2,1013.2
anon_S5032E,2,596.0,705.26,109.26
anon_S3890E,2,315.0,987.34,672.34
anon_S4698E,7,480.0,620.0,140.0
anon_S137E,0,668.0,668.0,0.0
anon_S5641E,0,-1,-1,na
anon_S3519E,1,653.0,647.0,-6.0
anon_S1038E,0,660.0,660.0,0.0
anon_S2888E,3,-1,677.0,na
anon_S2355E,0,686.0,686.0,0.0
anon_S5924E,0,499.0,499.0,0.0
anon_S4358E,0,583.0,583.0,0.0
anon_S1475E,1,466.0,744.0,278.0
anon_S3999E,1,556.0,632.0,76.0
anon_S2470E,1,399.0,677.0,278.0
anon_S4198E,1,721.0,647.0,-74.0
anon_S255E,2,662.0,694.57,32.57
anon_S2689E,4,518.0,994.61,476.61
anon_S2504E,1,518.0,610.0,92.0
anon_S492E,0,526.0,526.0,0.0
anon_S576E,4,-1,677.0,na
anon_S3636E,2,589.0,1716.25,1127.25
anon_S1079E,0,597.0,597.0,0.0
anon_S4508E,0,685.0,685.0,0.0
anon_S5851E,0,578.0,578.0,0.0
anon_S1049E,0,-1,-1,na
anon_S1036E,0,544.0,544.0,0.0
anon_S2869E,2,532.0,915.61,383.61
anon_S1048E,0,559.0,559.0,0.0
anon_S1147E,0,-1,-1,na
anon_S2736E,2,590.0,770.71,180.71
anon_S2386E,1,640.0,677.0,37.0
anon_S2331E,5,583.0,620.0,37.0
anon_S5404E,0,457.0,457.0,0.0
anon_S1138E,0,672.0,672.0,0.0
anon_S1972E,1,522.0,588.0,66.0
anon_S506E,1,696.0,671.0,-25.0
anon_S1923E,2,527.0,649.0,122.0
anon_S2348E,2,652.0,921.34,269.34
anon_S75E,2,638.0,677.0,39.0
anon_S3346E,3,-1,677.0,na
anon_S5245E,2,688.0,943.47,255.47
anon_S4780E,0,570.0,570.0,0.0
anon_S4777E,0,479.0,479.0,0.0
anon_S2654E,2,496.0,894.1,398.1
anon_S5207E,2,585.0,591.0,6.0
anon_S2623E,1,585.0,652.0,67.0
anon_S5979E,0,449.0,449.0,0.0
anon_S5906E,0,600.0,600.0,0.0
anon_S2438E,2,281.0,546.0,265.0
anon_S2714E,2,561.0,808.34,247.34
anon_S1114E,0,-1,-1,na
anon_S1538E,1,578.0,705.0,127.0
anon_S4012E,2,609.0,1027.84,418.84
anon_S2901E,3,461.0,566.0,105.0
anon_S2609E,1,777.0,652.0,-125.0
anon_S1501E,5,531.0,1425.29,894.29
anon_S4069E,4,-1,440.0,na
anon_S1773E,3,511.0,916.03,405.03
anon_S4372E,0,494.0,494.0,0.0
anon_S700E,0,572.0,572.0,0.0
anon_S1612E,1,676.0,677.0,1.0
anon_S1281E,0,550.0,550.0,0.0
anon_S4174E,0,515.0,515.0,0.0
anon_S3822E,5,-1,1069.48,na
anon_S2101E,3,473.0,916.03,443.03
anon_S5677E,2,668.0,635.0,-33.0
anon_S5330E,1,544.0,712.0,168.0
anon_S5168E,1,508.0,700.0,192.0
anon_S5051E,7,543.0,620.0,77.0
anon_S3328E,3,526.0,677.0,151.0
anon_S3873E,2,254.0,1716.25,1462.25
anon_S5868E,2,580.0,563.24,-16.76
anon_S383E,0,-1,-1,na
anon_S378E,0,-1,-1,na
anon_S6065E,2,542.0,868.84,326.84
anon_S4711E,0,667.0,667.0,0.0
anon_S586E,8,546.0,1344.57,798.57
anon_S3102E,2,556.0,873.01,317.01
anon_S564E,1,553.0,855.91,302.91
anon_S3505E,1,721.0,565.0,-156.0
anon_S3550E,0,455.0,455.0,0.0
anon_S2584E,2,535.0,993.21,458.21
anon_S6034E,0,-1,-1,na
anon_S5742E,2,587.0,609.0,22.0
anon_S6043E,0,-1,-1,na
anon_S2479E,1,425.0,636.0,211.0
anon_S3490E,1,-1,695.0,na
anon_S3048E,1,675.0,717.0,42.0
anon_S3917E,3,-1,694.57,na
anon_S626E,0,733.0,733.0,0.0
anon_S892E,0,630.0,630.0,0.0
anon_S869E,0,543.0,543.0,0.0
anon_S5208E,2,512.0,591.0,79.0
anon_S6112E,1,518.0,712.0,194.0
anon_S952E,0,603.0,603.0,0.0
anon_S5779E,2,654.0,868.84,214.84
anon_S4897E,0,620.0,620.0,0.0
anon_S4134E,1,744.0,632.0,-112.0
anon_S4161E,0,563.0,563.0,0.0
anon_S4664E,7,586.0,620.0,34.0
anon_S6087E,2,538.0,992.38,454.38
anon_S5841E,2,-1,943.47,na
anon_S4269E,1,628.0,601.0,-27.0
anon_S3677E,1,656.0,617.0,-39.0
anon_S4326E,2,573.0,808.34,235.34
anon_S292E,2,522.0,1101.02,579.02
anon_S4802E,0,644.0,644.0,0.0
anon_S5588E,4,780.0,1191.75,411.75
anon_S2085E,2,574.0,671.0,97.0
anon_S2050E,5,593.0,620.0,27.0
anon_S3128E,1,610.0,650.0,40.0
anon_S2986E,1,373.0,658.0,285.0
anon_S4937E,0,637.0,637.0,0.0
anon_S2515E,1,633.0,681.0,48.0
anon_S2246E,1,653.0,565.0,-88.0
anon_S896E,0,626.0,626.0,0.0
anon_S5421E,2,569.0,581.0,12.0
anon_S3936E,3,623.0,979.21,356.21
anon_S3953E,1,551.0,602.0,51.0
anon_S3073E,1,764.0,711.0,-53.0
anon_S4551E,0,-1,-1,na
anon_S4504E,0,-1,-1,na
anon_S152E,1,644.0,649.0,5.0
anon_S3655E,2,712.0,878.4,166.4
anon_S807E,0,-1,-1,na
anon_S3688E,2,-1,931.95,na
anon_S4839E,1,-1,573.0,na
anon_S2260E,2,612.0,546.0,-66.0
anon_S2693E,1,572.0,647.0,75.0
anon_S2948E,1,538.0,626.0,88.0
anon_S1891E,2,565.0,987.34,422.34
anon_S3270E,2,385.0,996.05,611.05
anon_S3225E,2,587.0,921.34,334.34
anon_S2755E,3,533.0,900.05,367.05
anon_S5126E,0,-1,-1,na
anon_S5383E,0,584.0,584.0,0.0
anon_S5621E,0,-1,-1,na
anon_S194E,5,648.0,1215.77,567.77
anon_S5947E,0,548.0,548.0,0.0
anon_S5243E,2,662.0,635.0,-27.0
anon_S2373E,4,535.0,749.0,214.0
anon_S3111E,2,612.0,667.28,55.28
anon_S5503E,0,670.0,670.0,0.0
anon_S5393E,0,471.0,471.0,0.0
anon_S3608E,3,688.0,858.35,170.35
anon_S1104E,0,666.0,666.0,0.0
anon_S725E,0,525.0,525.0,0.0
anon_S1953E,0,666.0,666.0,0.0
anon_S4456E,2,634.0,808.34,174.34
anon_S5148E,0,549.0,549.0,0.0
anon_S301E,1,535.0,993.15,458.15
anon_S2536E,1,551.0,745.0,194.0
anon_S3775E,3,471.0,677.0,206.0
anon_S3307E,3,-1,677.0,na
anon_S3702E,1,540.0,623.0,83.0
anon_S1559E,2,684.0,669.89,-14.11
anon_S2122E,1,417.0,642.0,225.0
anon_S2290E,3,560.0,1021.67,461.67
anon_S5716E,2,541.0,563.24,22.24
anon_S4137E,2,591.0,1027.84,436.84
anon_S1248E,0,622.0,622.0,0.0
anon_S5111E,0,-1,-1,na
anon_S1862E,2,655.0,934.35,279.35
anon_S4734E,2,556.0,663.0,107.0
anon_S4201E,2,647.0,1027.63,380.63
anon_S1497E,1,578.0,626.0,48.0
anon_S276E,4,-1,677.0,na
anon_S2380E,2,720.0,931.95,211.95
anon_S1793E,5,549.0,620.0,71.0
anon_S1671E,1,443.0,695.0,252.0
anon_S1939E,1,536.0,642.0,106.0
anon_S1266E,0,-1,-1,na
anon_S5640E,0,609.0,609.0,0.0
anon_S783E,0,-1,-1,na
anon_S1564E,1,511.0,593.0,82.0
anon_S2487E,1,595.0,601.0,6.0
anon_S1719E,1,571.0,602.0,31.0
anon_S3869E,1,582.0,651.0,69.0
anon_S1319E,0,-1,-1,na
anon_S4288E,2,552.0,808.34,256.34
anon_S1375E,0,577.0,577.0,0.0
anon_S5287E,2,551.0,609.0,58.0
anon_S4562E,0,455.0,455.0,0.0
anon_S1597E,5,702.0,620.0,-82.0
anon_S3404E,2,410.0,613.0,203.0
anon_S3361E,2,-1,878.4,na
anon_S4634E,7,552.0,620.0,68.0
anon_S4643E,0,556.0,556.0,0.0
anon_S1562E,2,533.0,649.0,116.0
anon_S4961E,0,-1,-1,na
anon_S1744E,5,713.0,620.0,-93.0
anon_S5730E,2,497.0,609.0,112.0
anon_S1353E,0,-1,-1,na
