node,layer,original_score,new_score,diff(new-origin)
anon_S4166E,0,-1,-1,na
anon_S86E,2,649.0,649.0,0.0
anon_S1123E,0,565.0,565.0,0.0
anon_S775E,0,705.0,705.0,0.0
anon_S1978E,1,662.0,705.0,43.0
anon_S366E,0,548.0,548.0,0.0
anon_S2391E,3,620.0,1081.15,461.15
anon_S5136E,2,618.0,581.0,-37.0
anon_S180E,5,749.0,1157.71,408.71
anon_S5959E,0,550.0,550.0,0.0
anon_S6020E,0,505.0,505.0,0.0
anon_S498E,2,464.0,677.0,213.0
anon_S6075E,5,558.0,1150.12,592.12
anon_S3582E,3,626.0,630.0,4.0
anon_S937E,0,634.0,634.0,0.0
anon_S1118E,0,649.0,649.0,0.0
anon_S757E,2,597.0,808.34,211.34
anon_S683E,0,548.0,548.0,0.0
anon_S4378E,0,-1,-1,na
anon_S6057E,2,516.0,485.0,-31.0
anon_S3743E,1,471.0,525.0,54.0
anon_S4620E,2,-1,879.7,na
anon_S2249E,1,657.0,783.81,126.81
anon_S5584E,1,666.0,868.84,202.84
anon_S213E,0,-1,-1,na
anon_S1618E,2,570.0,915.61,345.61
anon_S2235E,1,556.0,761.0,205.0
anon_S3927E,1,603.0,860.96,257.96
anon_S6100E,0,355.0,355.0,0.0
anon_S1816E,2,735.0,993.21,258.21
anon_S3257E,3,456.0,900.05,444.05
anon_S4720E,0,624.0,624.0,0.0
anon_S1485E,1,509.0,636.0,127.0
anon_S2629E,2,585.0,909.5,324.5
anon_S2774E,2,717.0,878.4,161.4
anon_S1663E,2,-1,649.0,na
anon_S2156E,5,666.0,620.0,-46.0
anon_S5314E,0,411.0,411.0,0.0
anon_S2883E,1,682.0,783.81,101.81
anon_S5962E,0,756.0,756.0,0.0
anon_S1252E,0,-1,-1,na
anon_S5856E,2,609.0,943.47,334.47
anon_S2571E,1,341.0,860.96,519.96
anon_S2524E,2,493.0,808.34,315.34
anon_S6055E,5,544.0,1191.75,647.75
anon_S512E,1,614.0,808.34,194.34
anon_S1307E,0,591.0,591.0,0.0
anon_S646E,0,-1,-1,na
anon_S3470E,1,450.0,601.0,151.0
anon_S1000E,0,553.0,553.0,0.0
anon_S5521E,0,609.0,609.0,0.0
anon_S3322E,3,-1,677.0,na
anon_S3373E,2,-1,862.51,na
anon_S3828E,1,495.0,602.0,107.0
anon_S4600E,0,540.0,540.0,0.0
anon_S4655E,7,591.0,620.0,29.0
anon_S2254E,2,588.0,649.0,61.0
anon_S2174E,5,675.0,620.0,-55.0
anon_S1572E,2,737.0,878.4,141.4
anon_S1758E,1,604.0,783.81,179.81
anon_S5773E,2,559.0,609.0,50.0
anon_S1076E,0,666.0,666.0,0.0
anon_S1369E,0,749.0,749.0,0.0
anon_S205E,0,-1,-1,na
anon_S398E,0,676.0,676.0,0.0
anon_S2301E,5,506.0,620.0,114.0
anon_S3416E,1,685.0,579.0,-106.0
anon_S2404E,1,605.0,685.0,80.0
anon_S2459E,1,551.0,593.0,42.0
anon_S2074E,3,628.0,847.57,219.57
anon_S2003E,1,480.0,602.0,122.0
anon_S2877E,3,504.0,979.21,475.21
anon_S2977E,7,728.0,1060.72,332.72
anon_S158E,5,663.0,1157.71,494.71
anon_S2824E,2,601.0,808.34,207.34
anon_S809E,1,616.0,783.81,167.81
anon_S3686E,1,-1,783.81,na
anon_S1175E,0,-1,-1,na
anon_S4614E,6,590.0,1487.05,897.05
anon_S5017E,1,587.0,559.0,-28.0
anon_S5309E,0,646.0,646.0,0.0
anon_S2726E,2,591.0,667.28,76.28
anon_S591E,2,659.0,786.55,127.55
anon_S994E,0,574.0,574.0,0.0
anon_S941E,0,618.0,618.0,0.0
anon_S693E,0,644.0,644.0,0.0
anon_S3042E,1,568.0,588.0,20.0
anon_S6017E,0,718.0,718.0,0.0
anon_S3886E,2,476.0,808.34,332.34
anon_S123E,0,-1,-1,na
anon_S836E,0,659.0,659.0,0.0
anon_S66E,6,516.0,1316.47,800.47
anon_S1091E,0,676.0,676.0,0.0
anon_S5936E,0,524.0,524.0,0.0
anon_S4573E,7,717.0,620.0,-97.0
anon_S2724E,2,547.0,915.61,368.61
anon_S1470E,5,514.0,620.0,106.0
anon_S4186E,0,502.0,502.0,0.0
anon_S2699E,3,526.0,782.03,256.03
anon_S3690E,3,-1,566.0,na
anon_S879E,0,641.0,641.0,0.0
anon_S3628E,2,596.0,918.4,322.4
anon_S1831E,1,642.0,661.0,19.0
anon_S5473E,0,-1,-1,na
anon_S5556E,1,571.0,590.0,19.0
anon_S5144E,0,498.0,498.0,0.0
anon_S5399E,0,553.0,553.0,0.0
anon_S4126E,1,579.0,525.0,-54.0
anon_S2462E,1,301.0,525.0,224.0
anon_S1303E,0,719.0,719.0,0.0
anon_S4409E,1,651.0,601.0,-50.0
anon_S2321E,1,434.0,696.0,262.0
anon_S3148E,2,553.0,873.01,320.01
anon_S1153E,0,-1,-1,na
anon_S4484E,4,595.0,440.0,-155.0
anon_S1576E,1,751.0,711.0,-40.0
anon_S1100E,0,317.0,317.0,0.0
anon_S1553E,8,442.0,1007.09,565.09
anon_S4554E,0,-1,-1,na
anon_S2197E,2,543.0,594.0,51.0
anon_S1155E,0,673.0,673.0,0.0
anon_S1937E,1,516.0,739.0,223.0
anon_S4988E,2,538.0,1032.49,494.49
anon_S3350E,1,584.0,588.0,4.0
anon_S2637E,2,538.0,487.0,-51.0
anon_S2953E,2,635.0,996.05,361.05
anon_S2230E,1,571.0,681.0,110.0
anon_S5910E,0,616.0,616.0,0.0
anon_S919E,0,776.0,776.0,0.0
anon_S5128E,0,-1,-1,na
anon_S2702E,2,642.0,1047.85,405.85
anon_S2307E,2,529.0,1055.82,526.82
anon_S5681E,2,654.0,868.84,214.84
anon_S2968E,3,-1,677.0,na
anon_S3613E,1,602.0,681.0,79.0
anon_S4331E,3,556.0,677.0,121.0
anon_S4364E,1,595.0,681.0,86.0
anon_S732E,0,750.0,750.0,0.0
anon_S2619E,2,439.0,808.34,369.34
anon_S2935E,1,484.0,636.0,152.0
anon_S3263E,2,604.0,378.0,-226.0
anon_S1326E,0,-1,-1,na
anon_S4701E,2,330.0,935.5,605.5
anon_S674E,0,628.0,628.0,0.0
anon_S351E,0,602.0,602.0,0.0
anon_S3085E,2,-1,808.34,na
anon_S3457E,2,543.0,987.34,444.34
anon_S2135E,2,-1,721.0,na
anon_S5610E,0,550.0,550.0,0.0
anon_S1999E,1,716.0,792.0,76.0
anon_S5041E,1,685.0,710.0,25.0
anon_S3867E,1,533.0,704.0,171.0
anon_S3737E,1,530.0,713.0,183.0
anon_S1338E,0,-1,-1,na
anon_S3290E,1,681.0,706.0,25.0
anon_S1919E,1,704.0,705.0,1.0
anon_S5182E,2,524.0,761.82,237.82
anon_S5328E,0,533.0,533.0,0.0
anon_S293E,0,554.0,554.0,0.0
anon_S977E,0,688.0,688.0,0.0
anon_S3110E,2,568.0,878.4,310.4
anon_S3515E,1,436.0,711.0,275.0
anon_S3562E,0,589.0,589.0,0.0
anon_S27E,0,690.0,690.0,0.0
anon_S1739E,0,751.0,751.0,0.0
anon_S5750E,2,737.0,609.0,-128.0
anon_S1348E,0,589.0,589.0,0.0
anon_S2445E,1,564.0,647.0,83.0
anon_S5456E,9,529.0,718.0,189.0
anon_S3439E,1,417.0,711.0,294.0
anon_S1428E,0,627.0,627.0,0.0
anon_S5993E,5,579.0,1232.45,653.45
anon_S3761E,2,795.0,862.51,67.51
anon_S5643E,0,550.0,550.0,0.0
anon_S4594E,0,309.0,309.0,0.0
anon_S1637E,0,506.0,506.0,0.0
anon_S3849E,2,718.0,943.71,225.71
anon_S1406E,0,-1,-1,na
anon_S1365E,0,541.0,541.0,0.0
anon_S4676E,0,545.0,545.0,0.0
anon_S1705E,2,576.0,769.31,193.31
anon_S2955E,1,719.0,783.81,64.81
anon_S2790E,1,763.0,812.0,49.0
anon_S2368E,8,549.0,1181.77,632.77
anon_S49E,0,723.0,723.0,0.0
anon_S1508E,5,683.0,1298.3,615.3
anon_S4035E,1,405.0,860.96,455.96
anon_S1387E,0,610.0,610.0,0.0
anon_S4381E,0,571.0,571.0,0.0
anon_S2490E,3,546.0,900.05,354.05
anon_S4810E,0,528.0,528.0,0.0
anon_S2026E,5,542.0,620.0,78.0
anon_S3181E,2,673.0,987.34,314.34
anon_S2363E,2,551.0,613.0,62.0
anon_S2550E,1,564.0,602.0,38.0
anon_S4950E,0,541.0,541.0,0.0
anon_S5290E,2,483.0,609.0,126.0
anon_S507E,0,525.0,525.0,0.0
anon_S3067E,1,609.0,601.0,-8.0
anon_S1061E,0,555.0,555.0,0.0
anon_S3972E,1,-1,783.81,na
anon_S4068E,2,655.0,721.0,66.0
anon_S1136E,0,631.0,631.0,0.0
anon_S3645E,3,595.0,1000.22,405.22
anon_S842E,0,-1,-1,na
anon_S813E,0,744.0,744.0,0.0
anon_S2400E,3,489.0,811.35,322.35
anon_S2048E,2,533.0,873.01,340.01
anon_S1881E,1,670.0,713.0,43.0
anon_S2455E,2,317.0,808.34,491.34
anon_S1876E,2,-1,993.21,na
anon_S4445E,2,-1,808.34,na
anon_S368E,7,581.0,620.0,39.0
anon_S5161E,0,532.0,532.0,0.0
anon_S5134E,0,-1,-1,na
anon_S80E,6,718.0,1501.71,783.71
anon_S9E,1,725.0,627.92,-97.08
anon_S182E,5,474.0,1281.22,807.22
anon_S4476E,2,-1,1716.25,na
anon_S4928E,0,538.0,538.0,0.0
anon_S177E,5,577.0,1157.71,580.71
anon_S3663E,3,489.0,734.57,245.57
anon_S2847E,1,503.0,739.0,236.0
anon_S3584E,1,552.0,672.0,120.0
anon_S666E,0,-1,-1,na
anon_S751E,0,-1,-1,na
anon_S913E,0,532.0,532.0,0.0
anon_S5306E,0,632.0,632.0,0.0
anon_S4042E,2,577.0,671.0,94.0
anon_S5488E,0,485.0,485.0,0.0
anon_S1456E,7,548.0,882.53,334.53
anon_S2820E,3,506.0,900.05,394.05
anon_S3741E,2,-1,998.47,na
anon_S3714E,1,634.0,632.0,-2.0
anon_S2150E,5,635.0,620.0,-15.0
anon_S5361E,0,519.0,519.0,0.0
anon_S5582E,1,662.0,662.0,0.0
anon_S215E,0,-1,-1,na
anon_S1762E,2,697.0,613.0,-84.0
anon_S1789E,5,601.0,620.0,19.0
anon_S945E,0,507.0,507.0,0.0
anon_S4411E,2,505.0,683.0,178.0
anon_S1810E,1,599.0,792.0,193.0
anon_S6067E,2,563.0,563.24,0.24
anon_S2961E,3,-1,677.0,na
anon_S2251E,3,-1,677.0,na
anon_S4722E,0,-1,-1,na
anon_S248E,0,632.0,632.0,0.0
anon_S1661E,2,441.0,613.0,172.0
anon_S5964E,0,530.0,530.0,0.0
anon_S1250E,0,-1,-1,na
anon_S1205E,0,545.0,545.0,0.0
anon_S1062E,0,566.0,566.0,0.0
anon_S2776E,1,476.0,642.0,166.0
anon_S648E,0,520.0,520.0,0.0
anon_S620E,0,-1,-1,na
anon_S4668E,0,484.0,484.0,0.0
anon_S1301E,0,630.0,630.0,0.0
anon_S568E,1,380.0,919.51,539.51
anon_S2904E,3,-1,677.0,na
anon_S2526E,2,593.0,667.28,74.28
anon_S4588E,0,440.0,440.0,0.0
anon_S4657E,7,498.0,620.0,122.0
anon_S1570E,8,629.0,1004.52,375.52
anon_S1344E,0,610.0,610.0,0.0
anon_S1756E,1,531.0,792.0,261.0
anon_S3324E,1,666.0,696.0,30.0
anon_S3371E,3,-1,677.0,na
anon_S1367E,0,466.0,466.0,0.0
anon_S4748E,2,467.0,623.0,156.0
anon_S203E,1,625.0,1077.57,452.57
anon_S2641E,2,321.0,993.21,672.21
anon_S3414E,1,609.0,709.0,100.0
anon_S3449E,1,626.0,601.0,-25.0
anon_S5775E,2,484.0,609.0,125.0
anon_S5797E,2,768.0,609.0,-159.0
anon_S635E,0,629.0,629.0,0.0
anon_S1028E,0,514.0,514.0,0.0
anon_S1093E,0,554.0,554.0,0.0
anon_S5834E,2,812.0,635.0,-177.0
anon_S294E,1,546.0,649.0,103.0
anon_S3684E,2,-1,624.0,na
anon_S672E,0,595.0,595.0,0.0
anon_S2402E,4,562.0,704.19,142.19
anon_S2001E,2,632.0,915.14,283.14
anon_S2599E,1,632.0,860.96,228.96
anon_S5019E,6,528.0,516.0,-12.0
anon_S5560E,1,663.0,633.27,-29.73
anon_S1454E,5,478.0,620.0,142.0
anon_S3171E,1,530.0,610.0,80.0
anon_S3426E,2,-1,808.34,na
anon_S943E,0,617.0,617.0,0.0
anon_S1173E,0,690.0,690.0,0.0
anon_S6041E,2,499.0,633.27,134.27
anon_S1188E,0,620.0,620.0,0.0
anon_S3545E,0,503.0,503.0,0.0
anon_S3483E,1,690.0,565.0,-125.0
anon_S3044E,1,616.0,711.0,95.0
anon_S3472E,1,524.0,664.0,140.0
anon_S3880E,3,494.0,566.0,72.0
anon_S121E,0,-1,-1,na
anon_S830E,0,-1,-1,na
anon_S1014E,0,646.0,646.0,0.0
anon_S5820E,0,-1,-1,na
anon_S39E,0,490.0,490.0,0.0
anon_S64E,1,664.0,915.61,251.61
anon_S2519E,1,526.0,664.0,138.0
anon_S5099E,0,405.0,405.0,0.0
anon_S3386E,2,702.0,1027.84,325.84
anon_S5385E,0,605.0,605.0,0.0
anon_S2722E,2,479.0,667.28,188.28
anon_S2327E,2,588.0,669.89,81.89
anon_S3835E,1,674.0,651.0,-23.0
anon_S5845E,1,480.0,770.0,290.0
anon_S1514E,1,735.0,677.0,-58.0
anon_S5934E,0,564.0,564.0,0.0
anon_S1837E,2,-1,987.34,na
anon_S4348E,0,619.0,619.0,0.0
anon_S3954E,1,391.0,812.0,421.0
anon_S6009E,0,568.0,568.0,0.0
anon_S1108E,0,629.0,629.0,0.0
anon_S4486E,4,-1,440.0,na
anon_S2916E,4,591.0,994.61,403.61
anon_S6032E,0,-1,-1,na
anon_S730E,0,-1,-1,na
anon_S765E,0,612.0,612.0,0.0
anon_S3639E,7,536.0,1060.72,524.72
anon_S1935E,1,625.0,706.0,81.0
anon_S1942E,3,552.0,1020.19,468.19
anon_S2325E,2,520.0,915.61,395.61
anon_S3622E,1,-1,617.0,na
anon_S5546E,0,558.0,558.0,0.0
anon_S2389E,2,658.0,873.01,215.01
anon_S314E,2,-1,952.69,na
anon_S3352E,1,599.0,617.0,18.0
anon_S2352E,4,745.0,1754.26,1009.26
anon_S1555E,1,525.0,708.0,183.0
anon_S4146E,1,533.0,626.0,93.0
anon_S2631E,5,660.0,620.0,-40.0
anon_S2232E,2,505.0,987.34,482.34
anon_S1859E,1,494.0,626.0,132.0
anon_S4323E,1,590.0,601.0,11.0
anon_S2759E,4,469.0,994.61,525.61
anon_S1379E,0,756.0,756.0,0.0
anon_S2309E,1,590.0,588.0,-2.0
anon_S5683E,2,552.0,609.0,57.0
anon_S4862E,5,719.0,1487.05,768.05
anon_S5912E,0,448.0,448.0,0.0
anon_S3615E,1,689.0,716.0,27.0
anon_S1781E,1,703.0,783.81,80.81
anon_S4366E,0,629.0,629.0,0.0
anon_S2617E,2,455.0,808.34,353.34
anon_S2933E,3,-1,677.0,na
anon_S5883E,0,-1,-1,na
anon_S3265E,2,-1,667.28,na
anon_S1134E,0,714.0,714.0,0.0
anon_S1324E,0,315.0,315.0,0.0
anon_S1040E,0,652.0,652.0,0.0
anon_S4423E,1,564.0,698.0,134.0
anon_S3087E,2,490.0,987.34,497.34
anon_S3455E,1,-1,661.0,na
anon_S5932E,0,564.0,564.0,0.0
anon_S5669E,0,573.0,573.0,0.0
anon_S2133E,1,519.0,649.0,130.0
anon_S5616E,0,-1,-1,na
anon_S1226E,0,536.0,536.0,0.0
anon_S353E,0,699.0,699.0,0.0
anon_S3865E,1,380.0,602.0,222.0
anon_S3812E,1,629.0,626.0,-3.0
anon_S3338E,1,-1,623.0,na
anon_S3735E,1,-1,623.0,na
anon_S447E,0,558.0,558.0,0.0
anon_S3292E,2,665.0,649.0,-16.0
anon_S5506E,0,577.0,577.0,0.0
anon_S3243E,3,619.0,1101.02,482.02
anon_S3238E,2,344.0,993.21,649.21
anon_S5180E,1,489.0,700.0,211.0
anon_S5326E,0,515.0,515.0,0.0
anon_S4120E,2,467.0,596.0,129.0
anon_S5170E,1,514.0,687.0,173.0
anon_S3560E,0,-1,-1,na
anon_S25E,0,812.0,812.0,0.0
anon_S4974E,2,541.0,936.66,395.66
anon_S6021E,0,-1,-1,na
anon_S5069E,7,-1,620.0,na
anon_S5756E,2,571.0,861.95,290.95
anon_S4212E,1,682.0,763.0,81.0
anon_S295E,1,703.0,1132.5,429.5
anon_S3038E,1,520.0,588.0,68.0
anon_S3480E,1,471.0,664.0,193.0
anon_S3929E,2,575.0,808.34,233.34
anon_S1566E,5,675.0,620.0,-55.0
anon_S4624E,2,431.0,623.0,192.0
anon_S1639E,1,542.0,709.0,167.0
anon_S1404E,0,690.0,690.0,0.0
anon_S1473E,1,424.0,709.0,285.0
anon_S4674E,0,561.0,561.0,0.0
anon_S1740E,0,-1,-1,na
anon_S3643E,3,480.0,677.0,197.0
anon_S844E,0,655.0,655.0,0.0
anon_S811E,0,-1,-1,na
anon_S5003E,2,550.0,1032.49,482.49
anon_S1381E,0,-1,-1,na
anon_S2796E,1,533.0,664.0,131.0
anon_S141E,0,664.0,664.0,0.0
anon_S589E,6,704.0,1065.95,361.95
anon_S4816E,0,623.0,623.0,0.0
anon_S2020E,1,526.0,608.0,82.0
anon_S5985E,2,567.0,943.47,376.47
anon_S468E,1,455.0,624.0,169.0
anon_S4037E,1,524.0,860.96,336.96
anon_S6105E,0,-1,-1,na
anon_S2552E,0,569.0,569.0,0.0
anon_S1704E,2,543.0,546.0,3.0
anon_S5600E,3,656.0,1190.27,534.27
anon_S1465E,3,704.0,811.35,107.35
anon_S509E,0,708.0,708.0,0.0
anon_S3138E,1,486.0,650.0,164.0
anon_S3183E,2,648.0,878.4,230.4
anon_S1357E,0,303.0,303.0,0.0
anon_S4543E,0,526.0,526.0,0.0
anon_S3974E,1,528.0,642.0,114.0
anon_S5203E,2,577.0,663.0,86.0
anon_S2046E,3,669.0,1193.3,524.3
anon_S3065E,2,440.0,808.34,368.34
anon_S3012E,2,586.0,987.34,401.34
anon_S1874E,3,661.0,677.0,16.0
anon_S1829E,2,542.0,915.61,373.61
anon_S611E,0,513.0,513.0,0.0
anon_S5316E,0,478.0,478.0,0.0
anon_S5132E,0,-1,-1,na
anon_S82E,2,619.0,1020.19,401.19
anon_S1127E,0,650.0,650.0,0.0
anon_S1680E,3,-1,677.0,na
anon_S779E,0,685.0,685.0,0.0
anon_S3804E,1,598.0,696.0,98.0
anon_S179E,5,729.0,1497.28,768.28
anon_S432E,0,683.0,683.0,0.0
anon_S2845E,2,538.0,909.5,371.5
anon_S4387E,0,-1,-1,na
anon_S2492E,1,513.0,602.0,89.0
anon_S753E,0,605.0,605.0,0.0
anon_S782E,0,-1,-1,na
anon_S333E,0,547.0,547.0,0.0
anon_S5486E,0,-1,-1,na
anon_S3586E,1,619.0,783.81,164.81
anon_S3152E,1,595.0,812.0,217.0
anon_S4829E,2,539.0,942.92,403.92
anon_S5871E,2,599.0,563.24,-35.76
anon_S2443E,1,303.0,709.0,406.0
anon_S2152E,5,537.0,620.0,83.0
anon_S2183E,2,532.0,546.0,14.0
anon_S2887E,2,661.0,1716.25,1055.25
anon_S5966E,0,545.0,545.0,0.0
anon_S947E,0,700.0,700.0,0.0
anon_S1760E,1,618.0,617.0,-1.0
anon_S3716E,1,525.0,860.96,335.96
anon_S5580E,4,690.0,690.0,0.0
anon_S2678E,2,516.0,981.15,465.15
anon_S5267E,2,558.0,943.47,385.47
anon_S5370E,4,574.0,1039.06,465.06
anon_S1489E,1,546.0,783.81,237.81
anon_S1812E,2,637.0,1027.84,390.84
anon_S4329E,2,494.0,808.34,314.34
anon_S1422E,0,721.0,721.0,0.0
anon_S1207E,0,-1,-1,na
anon_S2778E,2,537.0,808.34,271.34
anon_S2854E,1,657.0,695.0,38.0
anon_S1130E,0,621.0,621.0,0.0
anon_S394E,0,645.0,645.0,0.0
anon_S349E,0,831.0,831.0,0.0
anon_S3412E,2,520.0,987.34,467.34
anon_S4301E,1,-1,601.0,na
anon_S5657E,0,655.0,655.0,0.0
anon_S2520E,1,341.0,658.0,317.0
anon_S6015E,0,607.0,607.0,0.0
anon_S2214E,1,538.0,677.0,139.0
anon_S1163E,0,571.0,571.0,0.0
anon_S4298E,1,785.0,601.0,-184.0
anon_S4223E,1,569.0,647.0,78.0
anon_S4760E,1,-1,694.0,na
anon_S2178E,7,486.0,1468.84,982.84
anon_S4096E,3,521.0,1020.19,499.19
anon_S1238E,0,544.0,544.0,0.0
anon_S1965E,2,512.0,993.21,481.21
anon_S3326E,1,-1,696.0,na
anon_S3729E,2,651.0,961.49,310.49
anon_S4651E,7,611.0,620.0,9.0
anon_S4218E,1,498.0,632.0,134.0
anon_S201E,0,671.0,671.0,0.0
anon_S2643E,2,626.0,993.21,367.21
anon_S4051E,1,-1,602.0,na
anon_S1754E,3,628.0,677.0,49.0
anon_S5777E,2,-1,563.24,na
anon_S5795E,2,406.0,609.0,203.0
anon_S4245E,2,483.0,808.34,325.34
anon_S2574E,1,387.0,792.0,405.0
anon_S4058E,1,575.0,711.0,136.0
anon_S1722E,0,699.0,699.0,0.0
anon_S4837E,0,768.0,768.0,0.0
anon_S5528E,0,646.0,646.0,0.0
anon_S4880E,0,-1,-1,na
anon_S2007E,2,623.0,1027.84,404.84
anon_S4176E,0,626.0,626.0,0.0
anon_S5832E,2,527.0,943.47,416.47
anon_S109E,0,572.0,572.0,0.0
anon_S3173E,1,-1,650.0,na
anon_S998E,0,553.0,553.0,0.0
anon_S6089E,5,522.0,938.14,416.14
anon_S1171E,0,645.0,645.0,0.0
anon_S1186E,1,708.0,605.0,-103.0
anon_S3547E,0,-1,-1,na
anon_S4917E,9,536.0,1560.11,1024.11
anon_S3046E,1,656.0,608.0,-48.0
anon_S3919E,2,755.0,996.05,241.05
anon_S1623E,2,-1,1017.0,na
anon_S832E,0,565.0,565.0,0.0
anon_S5822E,5,595.0,938.14,343.14
anon_S1292E,0,-1,-1,na
anon_S5020E,0,-1,-1,na
anon_S3384E,1,550.0,579.0,29.0
anon_S3882E,1,449.0,565.0,116.0
anon_S1438E,0,489.0,489.0,0.0
anon_S3783E,3,630.0,811.35,181.35
anon_S963E,0,572.0,572.0,0.0
anon_S62E,1,572.0,528.0,-44.0
anon_S918E,0,492.0,492.0,0.0
anon_S3529E,0,612.0,612.0,0.0
anon_S536E,0,431.0,431.0,0.0
anon_S2720E,2,-1,808.34,na
anon_S5113E,0,714.0,714.0,0.0
anon_S5432E,2,629.0,581.0,-48.0
anon_S2991E,1,334.0,761.0,427.0
anon_S633E,0,566.0,566.0,0.0
anon_S4560E,0,-1,-1,na
anon_S3924E,3,481.0,786.55,305.55
anon_S1835E,1,598.0,706.0,108.0
anon_S4346E,0,420.0,420.0,0.0
anon_S2234E,1,550.0,711.0,161.0
anon_S2069E,0,546.0,546.0,0.0
anon_S163E,5,705.0,1438.64,733.64
anon_S1005E,0,568.0,568.0,0.0
anon_S885E,0,589.0,589.0,0.0
anon_S858E,0,623.0,623.0,0.0
anon_S4480E,4,558.0,440.0,-118.0
anon_S767E,0,-1,-1,na
anon_S4278E,2,414.0,808.34,394.34
anon_S1940E,1,533.0,711.0,178.0
anon_S5179E,2,513.0,663.0,150.0
anon_S316E,1,634.0,634.0,0.0
anon_S1557E,3,626.0,677.0,51.0
anon_S5514E,0,562.0,562.0,0.0
anon_S6056E,9,-1,594.0,na
anon_S6033E,0,414.0,414.0,0.0
anon_S749E,0,527.0,527.0,0.0
anon_S6048E,2,512.0,609.0,97.0
anon_S5949E,0,501.0,501.0,0.0
anon_S4360E,0,-1,-1,na
anon_S2615E,2,445.0,808.34,363.34
anon_S278E,2,513.0,811.35,298.35
anon_S2931E,2,643.0,649.0,6.0
anon_S2212E,1,678.0,705.0,27.0
anon_S5549E,2,607.0,1085.91,478.91
anon_S5881E,0,534.0,534.0,0.0
anon_S3617E,1,560.0,617.0,57.0
anon_S1783E,1,582.0,677.0,95.0
anon_S2876E,2,717.0,934.35,217.35
anon_S3826E,1,-1,711.0,na
anon_S5105E,2,509.0,623.0,114.0
anon_S1600E,2,605.0,613.0,8.0
anon_S5789E,2,549.0,609.0,60.0
anon_S3267E,2,-1,649.0,na
anon_S1271E,0,572.0,572.0,0.0
anon_S1224E,0,579.0,579.0,0.0
anon_S355E,0,627.0,627.0,0.0
anon_S3081E,1,-1,608.0,na
anon_S3762E,2,552.0,987.34,435.34
anon_S3733E,1,720.0,860.96,140.96
anon_S226E,0,632.0,632.0,0.0
anon_S2819E,1,610.0,711.0,101.0
anon_S2131E,9,716.0,760.0,44.0
anon_S5342E,0,540.0,540.0,0.0
anon_S2164E,3,593.0,1021.67,428.67
anon_S3241E,1,523.0,632.0,109.0
anon_S2633E,5,513.0,620.0,107.0
anon_S4197E,1,721.0,565.0,-156.0
anon_S2684E,2,470.0,667.28,197.28
anon_S5186E,2,-1,663.0,na
anon_S4697E,1,557.0,570.0,13.0
anon_S4429E,1,439.0,698.0,259.0
anon_S5636E,0,523.0,523.0,0.0
anon_S2899E,3,626.0,734.57,108.57
anon_S4448E,1,-1,696.0,na
anon_S1054E,0,559.0,559.0,0.0
anon_S4976E,2,440.0,935.5,495.5
anon_S3310E,1,-1,617.0,na
anon_S1471E,3,663.0,677.0,14.0
anon_S297E,1,671.0,987.34,316.34
anon_S220E,0,487.0,487.0,0.0
anon_S3566E,0,714.0,714.0,0.0
anon_S2271E,2,534.0,1047.85,513.85
anon_S5754E,2,626.0,609.0,-17.0
anon_S5723E,2,658.0,609.0,-49.0
anon_S5211E,6,517.0,1487.05,970.05
anon_S669E,0,-1,-1,na
anon_S2964E,2,-1,649.0,na
anon_S2269E,2,508.0,943.71,435.71
anon_S642E,0,503.0,503.0,0.0
anon_S5709E,2,606.0,662.0,56.0
anon_S4672E,0,601.0,601.0,0.0
anon_S2374E,2,647.0,667.28,20.28
anon_S1101E,0,701.0,701.0,0.0
anon_S140E,0,-1,-1,na
anon_S846E,0,729.0,729.0,0.0
anon_S469E,2,684.0,947.63,263.63
anon_S1154E,0,-1,-1,na
anon_S5001E,2,603.0,1032.49,429.49
anon_S1383E,0,-1,-1,na
anon_S2794E,2,-1,487.0,na
anon_S984E,0,593.0,593.0,0.0
anon_S3508E,2,530.0,596.0,66.0
anon_S5648E,0,498.0,498.0,0.0
anon_S4039E,2,569.0,987.34,418.34
anon_S2554E,2,434.0,808.34,374.34
anon_S1706E,2,639.0,649.0,10.0
anon_S171E,5,519.0,1157.71,638.71
anon_S2044E,3,490.0,782.03,292.03
anon_S4849E,8,578.0,1582.06,1004.06
anon_S2019E,1,563.0,705.0,142.0
anon_S3010E,1,-1,711.0,na
anon_S1065E,0,335.0,335.0,0.0
anon_S3976E,1,674.0,632.0,-42.0
anon_S1087E,0,528.0,528.0,0.0
anon_S2259E,0,616.0,616.0,0.0
anon_S3652E,2,611.0,996.05,385.05
anon_S1872E,2,457.0,764.18,307.18
anon_S4631E,6,481.0,1203.58,722.58
anon_S1129E,0,573.0,573.0,0.0
anon_S1682E,3,549.0,677.0,128.0
anon_S1575E,4,561.0,704.19,143.19
anon_S2741E,3,593.0,900.05,307.05
anon_S5165E,2,525.0,936.66,411.66
anon_S5130E,0,-1,-1,na
anon_S2375E,5,642.0,620.0,-22.0
anon_S434E,0,-1,-1,na
anon_S2843E,2,583.0,487.0,-96.0
anon_S4385E,0,-1,-1,na
anon_S2494E,1,525.0,860.96,335.96
anon_S2099E,4,571.0,1044.62,473.62
anon_S4814E,0,564.0,564.0,0.0
anon_S2022E,3,570.0,782.03,212.03
anon_S4863E,8,513.0,513.0,0.0
